experiment_num,dataset,method,lookback,hidden_size,num_layers,dropout,learning_rate,best_epoch,training_time_sec,mse_train,rmse_train,r2_train,mse_val,rmse_val,r2_val,mse_test,rmse_test,r2_test
14,POLLUTION,LSTM,10,128,2,0.1,0.001,14,0.5846021175384521,0.0015703246690001213,0.03962732225371936,0.7787332917941425,0.05272923123476868,0.2296284634682048,-0.22330911660748387,0.036354277928637976,0.19066797824657913,-2.5391280500910542
15,POLLUTION,LSTM,10,128,2,0.1,0.001,22,0.692051887512207,0.0015526888259361675,0.03940417269701481,0.7812182715045363,0.052966297679804965,0.23014408026235428,-0.22880901745305882,0.036420881512426305,0.19084255686933746,-2.545611980595315
1,REDWINE,LSTM,10,128,2,0.1,0.001,168,3.939885139465332,0.0018541585448130973,0.04305994130062299,0.8708003179319289,0.014398157817125976,0.11999232399252036,0.2718709957130373,0.035242425243905334,0.18772966000050534,0.013071299595112884
2,REDWINE,LSTM,10,128,2,0.1,0.001,3,0.6660199165344238,0.011525713546946585,0.10735787603593219,0.1968763782153996,0.03140064827812876,0.17720228067981733,-0.5879616722580736,0.06780597538348401,0.2603958052340398,-0.8988381957759968
3,REDWINE,LSTM,10,128,2,0.1,0.001,4,0.677941083908081,0.012103182384285642,0.11001446443211747,0.1566377533161758,0.037946814949019025,0.19479942235288847,-0.9190077602723574,0.0891426038542729,0.29856758674422934,-1.4963490328413096
4,REDWINE,LSTM,10,128,2,0.1,0.001,133,3.2302310466766357,0.0017501718966343807,0.04183505583400578,0.8780462149570772,0.02051890985112435,0.14324423147591092,-0.03766145563303658,0.04891967309418601,0.22117792180546866,-0.3699462808515508
5,REDWINE,LSTM,10,128,2,0.1,0.001,95,2.4783148765563965,0.004822406456893222,0.06944354870607652,0.6639697383071292,0.01850325422737967,0.1360266673390908,0.06427223206115706,0.05087194147024408,0.22554809125825934,-0.4246175946981412
6,REDWINE,LSTM,10,128,2,0.1,0.001,3,0.6679019927978516,0.011831012905378456,0.10877045970932758,0.17560280365764247,0.031390391868318726,0.17717333848047997,-0.5874429955247451,0.072613182722581,0.2694683334319285,-1.0334592060758565
7,REDWINE,LSTM,10,128,2,0.1,0.001,108,2.73121976852417,0.002776337448719266,0.05269096173651859,0.8065419396352825,0.01834699589711226,0.13545108304148867,0.072174369534176,0.05034848830667877,0.22438468821797705,-0.40995881492163666
8,REDWINE,LSTM,10,128,2,0.1,0.001,3,0.6679871082305908,0.01164466151809754,0.1079104328510341,0.18858796075598838,0.031101619213857616,0.1763565116854425,-0.572839478322845,0.06762669410227952,0.260051329745263,-0.8938176036731116
9,REDWINE,LSTM,10,128,2,0.1,0.001,69,1.9868831634521484,0.004799521261059465,0.06927857721590033,0.6655644023848362,0.01862534780077232,0.13647471487705085,0.058097839951182784,0.054568951871838155,0.23359998260239268,-0.5281486555084236
10,REDWINE,LSTM,10,128,2,0.1,0.001,180,3.9352760314941406,0.001739512334164239,0.04170746137280761,0.8787889842774138,0.015536788431065277,0.12464665431155894,0.21428932549463386,0.03517182879499397,0.1875415388520473,0.015048282197618112
11,REDWINE,LSTM,10,128,2,0.1,0.001,124,3.0701050758361816,0.0028902344113016223,0.05376090039519076,0.7986054816687699,0.016992992446741483,0.1303571725941518,0.1406476559532842,0.04239640523517569,0.2059038737740883,-0.18726872032811936
12,REDWINE,LSTM,10,128,2,0.1,0.001,168,3.9240028858184814,0.0017085349163683161,0.04133442773727872,0.8809475227377408,0.0219650855962942,0.1482062265773412,-0.1107959856700651,0.05914041185579607,0.2431880175004436,-0.6561677980531258
13,REDWINE,LSTM,10,128,2,0.1,0.001,127,3.123933792114258,0.002595709927631133,0.050948110147787946,0.8191282518266616,0.01850178971754234,0.1360212840607761,0.06434629376427003,0.042069673916435575,0.20510893182998047,-0.17811893811097423
14,REDWINE,LSTM,10,128,2,0.1,0.001,171,3.9690048694610596,0.0035468927132811775,0.05955579495969454,0.7528488530997335,0.022911584673509035,0.1513657315032337,-0.15866137507642541,0.059300116910174984,0.24351615328387352,-0.6606401775978206
15,REDWINE,LSTM,10,128,2,0.1,0.001,4,0.6901271343231201,0.011552294206772833,0.1074815993869315,0.19502421039063733,0.031469226439250764,0.17739567762279543,-0.5914297373263842,0.06507301450808593,0.25509412872131326,-0.8223043730794308
1,SUNSPOT,LSTM,10,128,2,0.1,0.001,71,3.24281907081604,0.002805232539099649,0.052964445990679905,0.9199968550441052,0.007344111533161208,0.08569779188031164,0.859398645493499,0.0102048753508941,0.1010191830836802,0.8402034919195809
2,SUNSPOT,LSTM,10,128,2,0.1,0.001,55,2.7761828899383545,0.002907881201096208,0.053924773537736885,0.9170693915733317,0.007239810969472023,0.08508707874567104,0.8613954561988204,0.009899745127731549,0.09949746292107929,0.8449814771956973
3,SUNSPOT,LSTM,10,128,2,0.1,0.001,82,3.653599977493286,0.0026584038203087117,0.05155971121242546,0.9241843008652242,0.007248842085090062,0.08514013204764286,0.8612225575326078,0.011140572811301954,0.10554891193802973,0.8255515553057946
4,SUNSPOT,LSTM,10,128,2,0.1,0.001,41,2.309007167816162,0.0030272781878445936,0.055020706900626,0.913664278341188,0.007466887456387373,0.08641115354158498,0.8570481282078561,0.010295713351071966,0.10146779464969152,0.8387810742289856
5,SUNSPOT,LSTM,10,128,2,0.1,0.001,70,3.283842086791992,0.002899117121811818,0.05384345012916444,0.9173193365941531,0.007411455724392793,0.08608981196629943,0.8581093561815718,0.011071965826911653,0.10522340912036472,0.8266258610820565
6,SUNSPOT,LSTM,10,128,2,0.1,0.001,64,3.0755481719970703,0.0029879330622368263,0.05466198919026663,0.9147863720512219,0.007599229477778459,0.08717355951077402,0.8545144701361213,0.010476002746247357,0.10235234607104694,0.8359579514761503
7,SUNSPOT,LSTM,10,128,2,0.1,0.001,45,2.456490993499756,0.00290008463895581,0.05385243391858728,0.9172917437250275,0.0068318230494095605,0.08265484286724863,0.869206292666112,0.009445308704852724,0.09718697806214947,0.8520974243311251
8,SUNSPOT,LSTM,10,128,2,0.1,0.001,49,2.608409881591797,0.00312705717188509,0.055920096315055554,0.9108186559507156,0.0074591003277452265,0.08636608320252359,0.8571972110247303,0.009824994834705416,0.09912111195252712,0.8461519800575983
9,SUNSPOT,LSTM,10,128,2,0.1,0.001,40,2.279149055480957,0.003083991141105843,0.055533693746282024,0.9120468671079315,0.0069431448512518095,0.08332553540933181,0.8670750619441315,0.009022286286001312,0.09498571622092088,0.8587214646106829
10,SUNSPOT,LSTM,10,128,2,0.1,0.001,49,2.59444522857666,0.002918606635441188,0.054024130122022215,0.9167635101654068,0.00765388101718711,0.087486461908041,0.8534681787730305,0.011197771841819708,0.10581952486105628,0.8246558848514248
11,SUNSPOT,LSTM,10,128,2,0.1,0.001,40,2.273634910583496,0.003180573309754802,0.0563965717907995,0.9092924155140336,0.0072967991546432276,0.08542130386878456,0.8603044302810142,0.009657070099794602,0.09827039279352964,0.8487814865764336
12,SUNSPOT,LSTM,10,128,2,0.1,0.001,79,3.5216519832611084,0.0026471564970566774,0.051450524750061365,0.9245050661564991,0.006867343236575697,0.08286943487544546,0.8685262667153442,0.010373136740550421,0.10184859714571635,0.837568713778025
13,SUNSPOT,LSTM,10,128,2,0.1,0.001,58,2.917372941970825,0.0029676137306416136,0.054475808673590274,0.9153658642709794,0.0073067386345708795,0.08547946323281914,0.8601141411855112,0.00924494162852528,0.0961506194911155,0.8552349402762467
14,SUNSPOT,LSTM,10,128,2,0.1,0.001,39,2.2289302349090576,0.003380790440613448,0.058144565013537146,0.9035823719010793,0.00686768973371404,0.08287152546993473,0.8685196331059875,0.00836428756710695,0.09145647908763463,0.8690249611243855
15,SUNSPOT,LSTM,10,128,2,0.1,0.001,52,2.6924798488616943,0.003093653553447609,0.05562062165642891,0.9117713022966627,0.007639682181670775,0.08740527547963438,0.853740012268069,0.010544393278202656,0.10268589619905284,0.8348870350938877
1,B1H,LSTM,10,128,2,0.1,0.001,91,20.767279148101807,0.0007537760384965176,0.027454982034168546,0.9806179411098666,0.00047896423954169097,0.02188525164446804,0.9809086190313985,0.00043905616179150023,0.02095366702492669,0.9857958200500234
2,B1H,LSTM,10,128,2,0.1,0.001,136,28.402609825134277,0.0007568328904942246,0.02751059596763081,0.9805393394000588,0.0004994521671679843,0.02234842650317879,0.9800919759518546,0.00041115542988476994,0.020276967965767712,0.9866984540436387
3,B1H,LSTM,10,128,2,0.1,0.001,97,21.68899703025818,0.0007936187705822579,0.028171240132132236,0.9795934535430159,0.00038971299955451355,0.019741149904565172,0.9844661485583329,0.000464737588782645,0.021557773279785763,0.9849649841750274
4,B1H,LSTM,10,128,2,0.1,0.001,165,33.507466077804565,0.0006292682174132224,0.02508521910235632,0.9838194463279577,0.0004210056464825737,0.020518422124582915,0.9832188323816781,0.00035530745138359876,0.018849600828229725,0.9885052268565658
5,B1H,LSTM,10,128,2,0.1,0.001,117,25.164148092269897,0.0007881489954671049,0.028073991441672573,0.9797340994351421,0.0006921289918572374,0.026308344529012793,0.9724119314719519,0.0004393418088634842,0.020960482076123256,0.985786578903296
6,B1H,LSTM,10,128,2,0.1,0.001,135,28.839663982391357,0.0007771096696244979,0.027876686848054555,0.9800179567782537,0.0006407047151123377,0.02531214560467638,0.9744616887968642,0.00043665777646081987,0.020896357971206845,0.9858734117109338
7,B1H,LSTM,10,128,2,0.1,0.001,113,25.01606583595276,0.000982534123924451,0.03134540036312267,0.9747358190246355,0.0005310757639384235,0.023045081122409255,0.9788314682068097,0.000698176689873668,0.026423033320829535,0.9774128501024112
8,B1H,LSTM,10,128,2,0.1,0.001,58,15.44463300704956,0.000869982182452752,0.029495460370245995,0.9776298992903792,0.0009398431888705001,0.03065686201930165,0.9625381126853204,0.00048136079616541714,0.021939936102127033,0.9844271964167434
9,B1H,LSTM,10,128,2,0.1,0.001,57,15.27709174156189,0.0009259363327383389,0.030429201973406053,0.9761911342187994,0.0006309949005297263,0.025119611870602743,0.9748487192973219,0.0005257225197208232,0.022928639726787613,0.9829920226073131
10,B1H,LSTM,10,128,2,0.1,0.001,122,26.573381900787354,0.0007795536179874894,0.027920487423888026,0.979955114834922,0.00048813693761561424,0.02209382125426958,0.9805429978451345,0.0005021664505145432,0.022409070719566736,0.9837540997059577
11,B1H,LSTM,10,128,2,0.1,0.001,100,22.765071153640747,0.0007963043310251893,0.028218864807521747,0.9795243989591613,0.0004955095583751237,0.0222600439886161,0.9802491272384448,0.0004884057543581844,0.022099903944546556,0.9841992805767701
12,B1H,LSTM,10,128,2,0.1,0.001,87,20.45156717300415,0.0007664641554855799,0.027685089046011392,0.9802916879283812,0.0004909274158217017,0.022156881906570284,0.9804317701623164,0.00041635060188575164,0.020404671080067712,0.9865303817913966
13,B1H,LSTM,10,128,2,0.1,0.001,36,11.544712781906128,0.0008755397200384847,0.029589520442860926,0.9774869967367432,0.0005406588835984631,0.02325207267317181,0.9784494877306209,0.00047363982099230575,0.02176326770023991,0.984676982504019
14,B1H,LSTM,10,128,2,0.1,0.001,83,19.809895038604736,0.0008916356675214298,0.02986026904636711,0.977073117034983,0.0007367618628348546,0.027143357619035538,0.9706328776862841,0.0005026128599688923,0.02241902897024963,0.9837396576350503
15,B1H,LSTM,10,128,2,0.1,0.001,180,34.80868721008301,0.0008492426466505109,0.02914176807694603,0.9781631809068589,0.0007263468157108959,0.026950822171334512,0.9710480185590968,0.0005892772831973295,0.024275034154400885,0.9809359227830561
