experiment_num,dataset,method,lookback,best_epoch,training_time_sec,peak_memory_mb,peak_python_memory_mb,gpu_memory_mb,mse_train,rmse_train,r2_train,mse_val,rmse_val,r2_val,mse_test,rmse_test,r2_test
1,GAS,ARIMA_SVR,10,1,0.001048582955263555,0.016384,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
2,GAS,ARIMA_SVR,10,1,0.000871292024385184,0.0,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
3,GAS,ARIMA_SVR,10,1,0.0008343750378116965,0.0,0.020844,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
4,GAS,ARIMA_SVR,10,1,0.0008221250027418137,0.0,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
5,GAS,ARIMA_SVR,10,1,0.0008246670477092266,0.0,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
6,GAS,ARIMA_SVR,10,1,0.0008086669840849936,0.0,0.020844,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
7,GAS,ARIMA_SVR,10,1,0.0008060410036705434,0.0,0.020844,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
8,GAS,ARIMA_SVR,10,1,0.0007880419725552201,0.0,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
9,GAS,ARIMA_SVR,10,1,0.0010753749520517886,0.0,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
10,GAS,ARIMA_SVR,10,1,0.0009371250052936375,0.0,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
11,GAS,ARIMA_SVR,10,1,0.0009418749832548201,0.0,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
12,GAS,ARIMA_SVR,10,1,0.0008788749692030251,0.0,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
13,GAS,ARIMA_SVR,10,1,0.0008693339768797159,0.0,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
14,GAS,ARIMA_SVR,10,1,0.0008632919634692371,0.0,0.020844,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
15,GAS,ARIMA_SVR,10,1,0.0009650840074755251,0.0,0.02089,0.0,0.0030517144677995114,0.05524232496736096,0.8356678218059779,0.008651262047112914,0.0930121607485436,0.6399992410614722,0.0029379366516444957,0.05420273656970186,-0.24391602920658007
1,LAKEERIE,ARIMA_SVR,10,1,0.0012833750224672258,0.065536,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
2,LAKEERIE,ARIMA_SVR,10,1,0.0012654170277528465,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
3,LAKEERIE,ARIMA_SVR,10,1,0.0013841670006513596,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
4,LAKEERIE,ARIMA_SVR,10,1,0.0011232920223847032,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
5,LAKEERIE,ARIMA_SVR,10,1,0.0012402079883031547,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
6,LAKEERIE,ARIMA_SVR,10,1,0.0013305830070748925,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
7,LAKEERIE,ARIMA_SVR,10,1,0.0010491249850019813,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
8,LAKEERIE,ARIMA_SVR,10,1,0.0011172079830430448,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
9,LAKEERIE,ARIMA_SVR,10,1,0.0013264999724924564,0.016384,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
10,LAKEERIE,ARIMA_SVR,10,1,0.001038165995851159,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
11,LAKEERIE,ARIMA_SVR,10,1,0.001302374992519617,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
12,LAKEERIE,ARIMA_SVR,10,1,0.0009769590105861425,0.0,0.053856,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
13,LAKEERIE,ARIMA_SVR,10,1,0.001127875002566725,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
14,LAKEERIE,ARIMA_SVR,10,1,0.001083624956663698,0.0,0.053902,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
15,LAKEERIE,ARIMA_SVR,10,1,0.0011749580153264105,0.0,0.053856,0.0,0.002691282150009209,0.05187756885214658,0.9259087058704248,0.002992635506269608,0.054704986118905174,0.8897733912650733,0.0020238079039869078,0.044986752538796436,0.9453115541593873
1,Nordic,ARIMA_SVR,10,1,0.001386707997880876,0.278528,0.245307,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
2,Nordic,ARIMA_SVR,10,1,0.001416750019416213,0.0,0.245225,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
3,Nordic,ARIMA_SVR,10,1,0.0014134160010144114,0.0,0.245271,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
4,Nordic,ARIMA_SVR,10,1,0.0012171249836683273,0.0,0.245271,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
5,Nordic,ARIMA_SVR,10,1,0.00128995900740847,0.0,0.245041,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
6,Nordic,ARIMA_SVR,10,1,0.0012533749686554074,0.0,0.245041,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
7,Nordic,ARIMA_SVR,10,1,0.001212917035445571,0.0,0.245179,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
8,Nordic,ARIMA_SVR,10,1,0.0012406670139171183,0.0,0.245041,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
9,Nordic,ARIMA_SVR,10,1,0.0011466669966466725,0.0,0.245041,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
10,Nordic,ARIMA_SVR,10,1,0.001217666023876518,0.0,0.245087,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
11,Nordic,ARIMA_SVR,10,1,0.0012517499853856862,0.0,0.245087,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
12,Nordic,ARIMA_SVR,10,1,0.0013006670051254332,0.0,0.244995,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
13,Nordic,ARIMA_SVR,10,1,0.001326875004451722,0.0,0.245133,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
14,Nordic,ARIMA_SVR,10,1,0.0011776250321418047,0.0,0.245087,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
15,Nordic,ARIMA_SVR,10,1,0.0012208750122226775,0.0,0.245041,0.0,2.122430528952176e+29,460698440300396.06,-6.903354167679837e+30,0.0008647938164481039,0.02940737690526144,0.9660225748706943,0.00043788109762275275,0.020925608655968715,0.9694774675716187
1,PIGS,ARIMA_SVR,10,1,0.001072125043720007,0.0,0.019543,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
2,PIGS,ARIMA_SVR,10,1,0.0009110409882850945,0.0,0.019523,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
3,PIGS,ARIMA_SVR,10,1,0.0009723340044729412,0.0,0.019523,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
4,PIGS,ARIMA_SVR,10,1,0.0009206669637933373,0.0,0.019615,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
5,PIGS,ARIMA_SVR,10,1,0.0008956249803304672,0.0,0.019523,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
6,PIGS,ARIMA_SVR,10,1,0.0008539579575881362,0.0,0.019569,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
7,PIGS,ARIMA_SVR,10,1,0.0009420419810339808,0.0,0.019431,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
8,PIGS,ARIMA_SVR,10,1,0.0008611250086687505,0.0,0.019385,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
9,PIGS,ARIMA_SVR,10,1,0.0009283749968744814,0.0,0.019431,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
10,PIGS,ARIMA_SVR,10,1,0.0008812079904600978,0.0,0.019569,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
11,PIGS,ARIMA_SVR,10,1,0.001073167019058019,0.0,0.019431,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
12,PIGS,ARIMA_SVR,10,1,0.0009672500309534371,0.0,0.019339,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
13,PIGS,ARIMA_SVR,10,1,0.0009574999567121267,0.0,0.019339,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
14,PIGS,ARIMA_SVR,10,1,0.0009129999671131372,0.0,0.019431,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
15,PIGS,ARIMA_SVR,10,1,0.0009934580302797258,0.0,0.019431,0.0,0.0059046524334117135,0.07684173627275553,0.7924861217127397,0.007327327886833781,0.085599812422889,0.5436312030585873,0.015187216934816526,0.12323642698007974,-0.5251521170605262
1,POLLUTION,ARIMA_SVR,10,1,0.0010019170003943145,0.016384,0.014995,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
2,POLLUTION,ARIMA_SVR,10,1,0.0009594999719411135,0.0,0.014724,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
3,POLLUTION,ARIMA_SVR,10,1,0.0008012080215848982,0.0,0.014809,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
4,POLLUTION,ARIMA_SVR,10,1,0.0009068330400623381,0.0,0.01477,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
5,POLLUTION,ARIMA_SVR,10,1,0.0008507909951731563,0.0,0.014809,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
6,POLLUTION,ARIMA_SVR,10,1,0.0010312919621355832,0.0,0.014724,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
7,POLLUTION,ARIMA_SVR,10,1,0.0008262500050477684,0.0,0.01477,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
8,POLLUTION,ARIMA_SVR,10,1,0.0009321669931523502,0.0,0.014724,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
9,POLLUTION,ARIMA_SVR,10,1,0.0009233749588020146,0.0,0.014809,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
10,POLLUTION,ARIMA_SVR,10,1,0.0008840000373311341,0.0,0.014724,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
11,POLLUTION,ARIMA_SVR,10,1,0.0008855409687384963,0.0,0.014724,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
12,POLLUTION,ARIMA_SVR,10,1,0.0008197920396924019,0.0,0.014724,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
13,POLLUTION,ARIMA_SVR,10,1,0.0009021249716170132,0.0,0.01477,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
14,POLLUTION,ARIMA_SVR,10,1,0.0008275000145658851,0.0,0.014724,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
15,POLLUTION,ARIMA_SVR,10,1,0.0009245409746654332,0.0,0.014724,0.0,0.002196417175552734,0.04686594899874251,0.6905136830138385,0.014901491387513151,0.1220716649657616,0.6542879568217033,0.01736749696830885,0.1317857995700176,-0.6907445060817365
1,REDWINE,ARIMA_SVR,10,1,0.0010269169579260051,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
2,REDWINE,ARIMA_SVR,10,1,0.0009054170222952962,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
3,REDWINE,ARIMA_SVR,10,1,0.0008471670444123447,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
4,REDWINE,ARIMA_SVR,10,1,0.0009292080067098141,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
5,REDWINE,ARIMA_SVR,10,1,0.000839749991428107,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
6,REDWINE,ARIMA_SVR,10,1,0.0010457499884068966,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
7,REDWINE,ARIMA_SVR,10,1,0.0008258750312961638,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
8,REDWINE,ARIMA_SVR,10,1,0.000879832950886339,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
9,REDWINE,ARIMA_SVR,10,1,0.0008374580065719783,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
10,REDWINE,ARIMA_SVR,10,1,0.0008469159947708249,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
11,REDWINE,ARIMA_SVR,10,1,0.0008551659993827343,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
12,REDWINE,ARIMA_SVR,10,1,0.0008413750329054892,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
13,REDWINE,ARIMA_SVR,10,1,0.000997916969936341,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
14,REDWINE,ARIMA_SVR,10,1,0.0008889999589882791,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
15,REDWINE,ARIMA_SVR,10,1,0.0008785839891061187,0.0,0.0197,0.0,0.00323314617078978,0.05686076125756478,0.7747110361656002,0.015617096982550918,0.12496838393190063,0.2102280430464435,0.027501271133773944,0.16583507208601547,0.2298545406085032
1,SUNSPOT,ARIMA_SVR,10,1,0.0010690829949453473,0.032768,0.02939,0.0,0.004069107167380504,0.06378955374809032,0.8839520909530385,0.011629501289832998,0.10784016547573079,0.777355827699175,0.015633309336424345,0.12503323292798738,0.755200513891358
2,SUNSPOT,ARIMA_SVR,10,1,0.0009188329568132758,0.0,0.02939,0.0,0.004069107167380504,0.06378955374809032,0.8839520909530385,0.011629501289832998,0.10784016547573079,0.777355827699175,0.015633309336424345,0.12503323292798738,0.755200513891358
3,SUNSPOT,ARIMA_SVR,10,1,0.0008669999660924077,0.0,0.02939,0.0,0.004069107167380504,0.06378955374809032,0.8839520909530385,0.011629501289832998,0.10784016547573079,0.777355827699175,0.015633309336424345,0.12503323292798738,0.755200513891358
4,SUNSPOT,ARIMA_SVR,10,1,0.0008893749909475446,0.0,0.02939,0.0,0.004069107167380504,0.06378955374809032,0.8839520909530385,0.011629501289832998,0.10784016547573079,0.777355827699175,0.015633309336424345,0.12503323292798738,0.755200513891358
