experiment_num,dataset,method,lookback,best_epoch,training_time_sec,peak_memory_mb,peak_python_memory_mb,gpu_memory_mb,mse_train,rmse_train,r2_train,mse_val,rmse_val,r2_val,mse_test,rmse_test,r2_test
11,CARSALES,ARIMA_SVR,10,1,0.0009781669941730797,0.0,0.014311,0.0,0.005279642694901894,0.07266114983195555,0.8566893178354059,0.020079423428100138,0.14170188223203015,0.3696775129804504,0.026138699403474148,0.16167467149641637,0.07488510986238439
12,CARSALES,ARIMA_SVR,10,1,0.0009682920062914491,0.0,0.014303,0.0,0.005279642694901894,0.07266114983195555,0.8566893178354059,0.020079423428100138,0.14170188223203015,0.3696775129804504,0.026138699403474148,0.16167467149641637,0.07488510986238439
13,CARSALES,ARIMA_SVR,10,1,0.0010632909834384918,0.0,0.014295,0.0,0.005279642694901894,0.07266114983195555,0.8566893178354059,0.020079423428100138,0.14170188223203015,0.3696775129804504,0.026138699403474148,0.16167467149641637,0.07488510986238439
14,CARSALES,ARIMA_SVR,10,1,0.001055833010468632,0.0,0.014103,0.0,0.005279642694901894,0.07266114983195555,0.8566893178354059,0.020079423428100138,0.14170188223203015,0.3696775129804504,0.026138699403474148,0.16167467149641637,0.07488510986238439
15,CARSALES,ARIMA_SVR,10,1,0.0010125830303877592,0.0,0.014233,0.0,0.005279642694901894,0.07266114983195555,0.8566893178354059,0.020079423428100138,0.14170188223203015,0.3696775129804504,0.026138699403474148,0.16167467149641637,0.07488510986238439
1,Electricity,ARIMA_SVR,10,1,0.0010772080277092755,0.065536,0.04575,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
2,Electricity,ARIMA_SVR,10,1,0.0008876249776221812,0.0,0.045742,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
3,Electricity,ARIMA_SVR,10,1,0.0008602499729022384,0.0,0.045734,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
4,Electricity,ARIMA_SVR,10,1,0.000970790977589786,0.0,0.045726,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
5,Electricity,ARIMA_SVR,10,1,0.0008562920265831053,0.0,0.045718,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
6,Electricity,ARIMA_SVR,10,1,0.0010327089694328606,0.0,0.04571,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
7,Electricity,ARIMA_SVR,10,1,0.0008794169989414513,0.0,0.04571,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
8,Electricity,ARIMA_SVR,10,1,0.001002957986202091,0.0,0.04571,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
9,Electricity,ARIMA_SVR,10,1,0.0008134579984471202,0.0,0.04571,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
10,Electricity,ARIMA_SVR,10,1,0.000878875027410686,0.0,0.04571,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
11,Electricity,ARIMA_SVR,10,1,0.0008142910082824528,0.0,0.04571,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
12,Electricity,ARIMA_SVR,10,1,0.000936749973334372,0.0,0.04571,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
13,Electricity,ARIMA_SVR,10,1,0.0008892499608919024,0.0,0.045664,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
14,Electricity,ARIMA_SVR,10,1,0.0008852910250425339,0.0,0.04571,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
15,Electricity,ARIMA_SVR,10,1,0.00088975002290681,0.0,0.045664,0.0,0.0013818163472592885,0.03717279041529286,0.9196222927980786,0.004611984084515988,0.0679115902075337,0.7264486995433915,0.0061305982762958075,0.07829813711893667,0.592294590137544
