experiment_num,dataset,method,phenotype,mse_train,rmse_train,r2_train,mse_val,rmse_val,r2_val,mse_test,rmse_test,r2_test,gp_runtime_seconds,eval_time_seconds,eval_memory_mb,total_memory_mb
,PIGS,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.012386550302293102,0.11129487994644274,0.5735414944140123,0.007076391288711735,0.08412128915269745,0.5526311545814138,0.011352627454362541,0.10654870930406685,0.08287516648499982,,0.8217730522155762,0.015625,309.671875
,PIGS,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.009028215152628588,0.09501692034910723,0.6891661481093745,0.007877771958396614,0.08875681358857254,0.50196793793459,0.010323021958962208,0.10160227339465494,0.16605210260407377,,0.8461611270904541,0.0,309.671875
,PIGS,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.00890230185219143,0.0943520103240595,0.6935012371073086,0.006927620990172682,0.08323233139935876,0.5620363999917634,0.009928117097110844,0.09963993725966935,0.19795459012386996,,0.8765771389007568,0.0,309.671875
,PIGS,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.013364491243166724,0.11560489281672608,0.5398718106022805,0.019030394394055104,0.13795069551856237,-0.2030998881463324,0.01269489053307235,0.11267160482158915,-0.025559890293157306,,1.1251859664916992,0.015625,309.6875
,POLLUTION,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.001190171979246371,0.034498869245909655,0.8315334158950893,0.010140755410524142,0.10070131781920305,0.7873371700467262,0.014307518141523692,0.11961403822931359,0.25050849618541116,,1.17205810546875,0.015625,309.703125
,POLLUTION,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0006321469240440024,0.025142532172476233,0.9105208030409575,0.010173262732515282,0.10086259332634315,0.7866554556370026,0.014859163651496561,0.12189816918845238,0.22161084819695986,,1.2078368663787842,0.03125,309.734375
,POLLUTION,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.001172120585044752,0.0342362466553323,0.8340885564735152,0.010079946902237817,0.10039893875055561,0.7886123915597101,0.01433550031348673,0.11973094968923755,0.24904266542866305,,1.1784257888793945,0.0,309.734375
,POLLUTION,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0025457900059471846,0.05045582231960138,0.639648257874535,0.010430876054698923,0.10213166039333212,0.7812530200282725,0.014280019548816256,0.1194990357652155,0.25194899490763645,,1.0207090377807617,0.0,309.734375
,POLLUTION,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0011901719792463685,0.03449886924590962,0.831533415895089,0.010140755410524139,0.10070131781920304,0.7873371700467264,0.014307518141523682,0.11961403822931355,0.2505084961854117,,0.8617191314697266,0.0,309.734375
,POLLUTION,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.000602360922407511,0.02454304224026661,0.9147369550234802,0.009776701761415882,0.09887720546928844,0.7949717767540168,0.01250544961649685,0.11182776764514639,0.34490886915292496,,0.9090256690979004,0.0,309.734375
,POLLUTION,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0011721205850447503,0.03423624665533227,0.8340885564735149,0.010079946902237815,0.1003989387505556,0.7886123915597101,0.014335500313486729,0.11973094968923753,0.24904266542866327,,0.8884310722351074,0.0,309.734375
,POLLUTION,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0015107840010464126,0.03886880498608637,0.786151392895502,0.010146817698603884,0.10073141366328522,0.7872100371767538,0.014303811783539648,0.11959854423670736,0.25070265171900263,,0.8579421043395996,0.0,309.734375
,REDWINE,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.00860054226687271,0.09273910861590547,0.4059546421003899,0.01736305542748834,0.1317689471290119,0.09763222365071733,0.031103917268726033,0.1763630269323081,0.14255990451170264,,0.923530101776123,0.015625,309.75
,REDWINE,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0030679382924477146,0.05538897266106056,0.7880953962669486,0.007635498620573828,0.08738134023104606,0.60317883333729,0.009423713877052537,0.09707581509857405,0.7402169618449067,,0.8686730861663818,0.015625,309.765625
,REDWINE,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.001908810856733981,0.043689939994625546,0.8681571238921997,0.008327947052917296,0.09125758627597651,0.5671918980458723,0.010331062744024856,0.10164183559944623,0.7152041220660343,,0.9051878452301025,0.0,309.765625
,REDWINE,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0104128051910611,0.10204315357269737,0.28078039796529974,0.017421262465318936,0.131989630143125,0.09460717108929317,0.030281865563018352,0.17401685424986382,0.16522136181139224,,0.9763867855072021,0.0,309.765625
,REDWINE,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.008600542266872692,0.09273910861590536,0.4059546421003907,0.01736305542748834,0.1317689471290119,0.09763222365071833,0.03110391726872599,0.176363026932308,0.14255990451170408,,1.0265288352966309,0.015625,309.78125
,REDWINE,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0030193610036956717,0.05494871248442198,0.7914506629451498,0.0077415884323948116,0.08798629684442238,0.5976652860249518,0.010601608854064307,0.10296411439945621,0.7077459912967805,,0.946723222732544,0.0,309.78125
,REDWINE,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0019088108567339786,0.04368993999462552,0.8681571238921997,0.008327947052917313,0.0912575862759766,0.5671918980458719,0.010331062744024845,0.10164183559944619,0.7152041220660348,,1.0028679370880127,0.0,309.78125
,REDWINE,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.01409369038077106,0.11871684960767388,0.02653913130343377,0.017410581103684025,0.1319491610571436,0.09516228747345423,0.03082545305466097,0.17557178889178343,0.15023631324939246,,0.9258661270141602,0.0,309.78125
,SUNSPOT,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.005663525527239494,0.07525639858005095,0.8380155969337343,0.011061196449300419,0.1051722228028885,0.7758902968222509,0.01376499189616042,0.11732430224024526,0.7513897542844973,,0.9441699981689453,0.0,309.78125
,SUNSPOT,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.004902959312218945,0.07002113475386518,0.8597688076749813,0.011728030798657666,0.1082960331621508,0.7623796382973649,0.01448000815070832,0.12033290551926484,0.7384758079433218,,1.0167219638824463,0.015625,309.796875
,SUNSPOT,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.003207733600340201,0.05663685726044659,0.9082545298069885,0.012612662744180696,0.11230611178462505,0.7444562062670748,0.01940791380447437,0.1393122887776752,0.6494726436343528,,0.9295539855957031,0.03125,309.828125
,SUNSPOT,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.005750740416063137,0.07583363644230136,0.8355211344939271,0.011024282961860135,0.10499658547714842,0.776638196993034,0.013069169674704525,0.11432046918511367,0.7639570361801524,,1.0271658897399902,0.03125,309.859375
,SUNSPOT,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.08611794542008946,0.2934585923432631,-1.3621378392268673,0.13749772087423967,0.3708068511694999,-1.4926649696066048,0.08029037547234974,0.283355563686951,-4.693828009969251,,0.9364027976989746,0.0,309.859375
,SUNSPOT,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.08699061649999053,0.294941717123893,-1.3860744225833064,0.13680339917599185,0.3698694353092613,-1.4800777691508022,0.09191088506108695,0.30316808054458333,-5.517901662598439,,0.9596788883209229,0.0,309.859375
,SUNSPOT,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.08841586127255564,0.29734804736630716,-1.4251676056709166,0.13576160554218555,0.36845841765684434,-1.4611913288517422,0.09646609387632817,0.31058991270858777,-5.840936340053786,,901.9474911689758,0.0,309.859375
,SUNSPOT,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.08883573686421302,0.298053245015405,-1.4366844157618162,0.14271827349608962,0.3777807214457742,-1.5873071830173675,0.08191892297945069,0.2862148196363191,-4.809317187307702,,0.6746840476989746,0.046875,309.90625
,B1H,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0023263278595802126,0.04823202110196309,0.9408555883856552,0.0005411909270722088,0.023263510635160137,0.9780788025257248,0.0010301012397668236,0.03209519029024168,0.9668676598764624,,0.5547149181365967,0.203125,310.109375
,B1H,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0018731294255497596,0.04327966526614733,0.9523776765620442,0.00028880997185133574,0.016994410017748065,0.9883016138874622,0.0005264879813344209,0.022945325914757037,0.9830659568252967,,0.5250589847564697,0.0,310.109375
,B1H,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0014652286883365393,0.03827830571402736,0.9627481189741842,0.00023494387828687272,0.01532787911900641,0.990483485783546,0.0004229038750865439,0.020564626791812778,0.9863976524947187,,0.5114707946777344,0.0,310.109375
,B1H,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.002394614652247923,0.04893480001234217,0.9391194693099496,0.002111149426420592,0.045947246124447894,0.9144868822457294,0.0015503557708166976,0.03937455740470866,0.9501341103882026,,0.5117051601409912,0.0,310.109375
,B1H,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0014955556752505826,0.03867241491361229,0.9619770875868067,0.0005411909277448509,0.023263510649617156,0.978078802498479,0.001030101239766824,0.03209519029024169,0.9668676598764624,,0.5181539058685303,0.0,310.109375
,B1H,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.000964380755923776,0.031054480448459865,0.9754816449683058,0.000286665732770085,0.016931205886471436,0.9883884673175195,0.0005250369615845132,0.02291368502848272,0.9831126276553317,,0.5476458072662354,0.046875,310.15625
,B1H,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0004302316163782274,0.02074202536827654,0.9890618187355713,0.00023494177410996803,0.015327810479972932,0.9904835710142383,0.000422902139186444,0.02056458458579808,0.9863977083284856,,0.539405107498169,0.0,310.15625
,B1H,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0015147572375684634,0.038919882291297635,0.9614889082871046,0.0007478662975278572,0.0273471442298434,0.969707317746153,0.0011015953573725722,0.03319029010678533,0.9645681117059525,,0.6152019500732422,0.0,310.15625
,CARSALES,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.013509683198006564,0.1162311627663019,0.6341214531890504,0.018820418997021703,0.1371875322214876,0.46144829807289156,0.017038023792102466,0.13052978124589984,0.5171854125599986,,0.5722172260284424,0.15625,297.71875
,CARSALES,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0012620510124044168,0.03552535731564732,0.9658202650904537,0.08348992349158,0.2889462294122905,-1.3890881705274416,0.31342113703753105,0.5598402781486261,-7.881563896154093,,0.5865700244903564,0.015625,297.75
,CARSALES,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.00724517427388143,0.08511858947304889,0.803781199317023,0.015446759395126804,0.12428499263839864,0.5579865377694015,0.01941651862013008,0.13934316854489165,0.44978487285335556,,0.5276777744293213,0.015625,297.765625
,CARSALES,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.013192210851297025,0.11485735000990152,0.6427194579804498,0.01919254643271329,0.13853716625048057,0.45079976448513304,0.018257609121548054,0.13512072054850824,0.4826254427613246,,0.5627849102020264,0.125,297.890625
,CARSALES,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.01350968319800654,0.11623116276630178,0.634121453189051,0.018820418997021717,0.13718753222148766,0.46144829807289167,0.017038023792102473,0.13052978124589987,0.517185412559998,,0.5684740543365479,0.0,297.890625
,CARSALES,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0007260811199031593,0.02694589244955823,0.9803357709338266,0.03583890047456318,0.18931164907253642,-0.02554044353776619,0.07758940773101128,0.2785487528800143,-1.1986879664252204,,0.5676560401916504,0.0,297.890625
,CARSALES,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.007245174273881433,0.08511858947304891,0.8037811993170227,0.015446759395126837,0.12428499263839878,0.5579865377694009,0.019416518620130115,0.13934316854489176,0.4497848728533542,,0.5153870582580566,0.0,297.890625
,CARSALES,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.013484244964354037,0.11612168171514757,0.6348103889565151,0.019446886825289535,0.13945209509107254,0.4435217410090132,0.01879555911105838,0.13709689679587347,0.4673812979345531,,0.5547468662261963,0.0,297.90625
,Electricity,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0009477714459959074,0.030785896868467343,0.9440818652820164,0.004041063341977675,0.06356935851475673,0.7694479332372866,0.005687218331749841,0.07541364817955594,0.6160689488733161,,0.5697567462921143,0.09375,298.015625
,Electricity,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0005033944402661032,0.02243645337984823,0.9702999301719779,0.0015287768006235138,0.0390995754532388,0.9127797262316244,0.0023253728921563094,0.04822212036147217,0.843019415350566,,0.5729649066925049,0.0625,298.078125
,Electricity,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.00030992876355917845,0.017604793766448343,0.9817143274078389,0.0013229001564558508,0.03637169444026289,0.9245254678333379,0.002154586490421368,0.04641752352744993,0.854548813188202,,0.5671579837799072,0.03125,298.109375
,Electricity,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.000940611877712794,0.03066939643541741,0.9445042769356584,0.004054103267856093,0.06367184046229615,0.7687039751234723,0.005750634732790196,0.07583293962909651,0.6117878532497895,,0.5120282173156738,0.453125,298.5625
,Electricity,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0009477714494941171,0.030785896925282476,0.9440818650756234,0.004041063341977667,0.06356935851475667,0.769447933237287,0.0056872183317498584,0.07541364817955605,0.6160689488733152,,0.5771257877349854,0.09375,298.65625
,Electricity,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0004889575641016738,0.022112384857849998,0.9711517000682751,0.0015623566984144794,0.039526658072931986,0.9108639149259795,0.002213703967003155,0.04705001558982903,0.8505579280840918,,0.5653531551361084,0.0,298.65625
,Electricity,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0003099287635591778,0.017604793766448325,0.9817143274078389,0.0013229001564558488,0.03637169444026287,0.9245254678333379,0.002154586490421382,0.04641752352745008,0.8545488131882011,,0.5667641162872314,0.0,298.65625
,Electricity,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0009758208088964021,0.031238130688253454,0.942426964134646,0.004045925959793396,0.06360759357021295,0.7691705095761313,0.00571966284220102,0.07562845259689649,0.6138786944687559,,0.5866470336914062,0.0,298.65625
,GAS,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.005677200777425157,0.07534720152351483,0.6913602346187313,0.009933076060759376,0.09966481857084462,0.6263562208090752,0.006666643908170893,0.08164951872589876,0.5141191878771706,,0.5685470104217529,0.03125,298.6875
,GAS,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0006221208636545329,0.024942350804495812,0.966178536760468,0.004278208966575413,0.06540801913049663,0.839070378937828,0.008237979129772375,0.09076331378796378,0.39959655188439147,,0.5186569690704346,0.015625,298.703125
,GAS,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.00023878779704583546,0.015452760175639672,0.9870183541950471,0.00442373907683121,0.06651119512406321,0.8335961008743727,0.0047711441739313794,0.06907346939260674,0.6522677020226623,,0.563525915145874,0.0,298.703125
,GAS,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.006340666725944253,0.07962830354807424,0.6552910549794184,0.009983168396399643,0.0999158065393041,0.6244719415100299,0.006650742323910837,0.08155208350441352,0.5152781330346952,,0.5627970695495605,0.0,298.703125
,GAS,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.005677200777425146,0.07534720152351476,0.6913602346187315,0.00993307606075938,0.09966481857084464,0.6263562208090753,0.00666664390817092,0.08164951872589893,0.5141191878771691,,0.5767900943756104,0.0,298.703125
,GAS,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0005960335283087802,0.02441379790833004,0.9675967689802183,0.004247075443516466,0.06516958986764046,0.8402415012713446,0.008346182460766061,0.09135744337910327,0.39171043661233285,,0.5726499557495117,0.0,298.703125
,GAS,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0002387877970458316,0.015452760175639547,0.9870183541950472,0.0044237390768312,0.06651119512406313,0.8335961008743733,0.004771144173931349,0.06907346939260652,0.6522677020226648,,0.5231480598449707,0.0,298.703125
,GAS,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.007125120111011388,0.08441042655390024,0.6126444200951271,0.009972779796920931,0.09986380624090457,0.6248627203126875,0.006660035783286985,0.08160904228874999,0.5146008036840792,,0.5655810832977295,0.0,298.71875
,LAKEERIE,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0026362710143305644,0.05134462984899749,0.9279117159388616,0.0021114813408366654,0.04595085789010544,0.9191220745563584,0.0014826215014903078,0.03850482439240968,0.9577453442613469,,0.5737400054931641,0.125,298.84375
